daily_time_spent,age,avg_income,daily_internet_use,gender,timestamp,clicked_on_ad
76.79,27,55677.12,235.94,0,2016-05-01 23:21:53,0
70.05,33,75560.65,203.44,0,2016-03-24 17:48:31,0
72.19,32,61067.58,250.32,1,2016-04-22 19:45:19,0
77.35,34,72330.57,167.26,0,2016-03-09 12:10:08,0
40.34,29,32549.95,173.75,0,2016-03-30 05:29:38,1
67.39,44,51257.26,107.19,0,2016-01-24 13:41:38,1
68.68,34,77220.42,187.03,1,2016-07-15 09:42:19,0
81.75,43,52520.75,249.45,0,2016-06-07 05:41:16,0
66.03,22,59422.47,217.37,0,2016-05-31 23:32:00,0
47.74,33,22456.04,154.93,1,2016-05-14 14:49:05,1
79.18,31,58443.99,236.96,0,2016-01-10 20:18:21,0
86.81,29,50820.74,199.62,1,2016-02-21 16:57:59,0
41.53,42,67575.12,158.81,0,2016-05-23 00:32:54,1
70.92,39,66522.79,249.81,1,2016-07-21 20:30:06,0
46.84,45,34903.67,123.22,0,2016-05-15 18:44:50,1
44.4,53,43073.78,140.95,1,2016-06-30 00:43:40,1
52.17,44,57594.7,115.37,1,2016-02-24 06:17:18,1
81.45,31,66027.31,205.84,1,2016-05-30 21:22:22,0
54.08,36,53012.94,111.02,1,2016-06-02 04:14:37,1
76.65,31,61117.5,238.43,0,2016-04-18 07:00:38,0
54.39,20,52563.22,171.9,1,2016-02-29 18:06:21,1
37.74,40,65773.49,190.95,0,2016-05-27 12:45:37,1
69.86,25,50506.44,241.36,0,2016-01-12 21:17:15,0
85.37,36,66262.59,194.56,1,2016-01-27 17:08:19,0
80.99,26,35521.88,207.53,1,2016-06-10 03:56:41,0
78.84,32,62430.55,235.29,1,2016-04-09 09:26:39,0
77.36,41,49597.08,115.79,0,2016-02-26 06:00:16,1
55.46,37,42078.89,108.1,0,2016-02-21 23:07:11,1
35.66,45,46197.59,151.72,0,2016-04-29 14:08:26,1
50.78,51,49957.0,122.04,0,2016-02-11 17:02:07,1
40.47,38,24078.93,203.9,0,2016-07-22 07:44:43,1
45.62,43,53647.81,121.28,0,2016-06-26 02:34:15,1
84.76,30,61039.13,178.69,0,2016-05-14 23:08:14,0
80.64,26,46974.15,221.59,0,2016-05-24 10:04:39,0
75.94,27,53042.51,236.96,1,2016-02-16 12:05:45,0
37.01,50,48826.14,216.01,0,2016-03-20 02:44:13,1
87.18,31,58287.86,193.6,0,2016-01-31 05:12:44,0
56.91,50,21773.22,146.44,0,2016-04-01 05:17:28,1
75.24,24,52252.91,226.49,0,2016-02-25 16:33:24,0
42.84,52,27073.27,182.2,1,2016-03-21 11:02:49,1
67.56,47,50628.31,109.98,0,2016-02-12 05:20:19,1
34.96,42,36913.51,160.49,1,2016-06-01 16:10:30,1
87.46,37,61009.1,211.56,1,2016-06-16 03:17:45,0
41.86,39,53041.77,128.62,1,2016-03-26 15:28:07,1
34.04,34,40182.84,174.88,1,2016-02-16 07:37:28,1
54.96,42,59419.78,113.75,1,2016-02-28 09:31:31,1
87.14,31,58235.21,199.4,1,2016-05-18 01:00:52,0
78.79,32,68324.48,215.29,1,2016-02-21 13:11:08,0
65.56,25,69646.35,181.25,1,2016-01-05 12:59:07,0
81.05,34,54045.39,245.5,0,2016-05-18 00:07:43,0
55.71,37,57806.03,112.52,1,2016-03-06 23:26:44,1
45.48,49,53336.76,129.16,1,2016-05-19 04:23:41,1
47.0,56,50491.45,149.53,0,2016-04-29 20:40:21,1
59.64,51,71455.62,153.12,1,2016-05-03 01:09:01,1
35.98,45,43241.88,150.79,0,2016-06-27 21:51:47,1
72.55,22,58953.01,202.34,0,2016-02-08 07:33:22,0
91.15,38,36834.04,184.98,0,2016-02-22 07:04:05,0
80.53,29,66345.1,187.64,0,2016-03-21 08:13:24,0
82.49,45,38645.4,130.84,0,2016-05-31 00:58:37,1
80.94,36,60803.0,239.94,0,2016-01-01 05:31:22,0
61.76,34,33553.9,114.69,0,2016-05-27 08:53:51,1
63.3,38,63071.34,116.19,0,2016-05-09 07:13:27,1
36.73,34,46737.34,149.79,1,2016-06-27 01:56:36,1
78.41,33,55368.67,248.23,1,2016-06-03 04:51:46,0
83.98,36,68305.91,194.62,0,2016-02-24 00:44:44,0
63.18,45,39211.49,107.92,0,2016-03-05 12:03:41,1
50.6,48,65956.71,135.67,0,2016-01-15 22:49:45,1
32.6,38,40159.2,190.05,0,2016-02-12 03:39:09,1
60.83,19,40478.83,185.46,1,2016-02-19 20:49:27,0
44.72,46,40468.53,123.86,1,2016-03-12 02:48:18,1
78.76,51,66980.27,162.05,0,2016-07-23 04:04:42,1
79.51,39,34942.26,125.11,1,2016-03-06 09:33:46,1
39.3,32,48335.2,145.73,0,2016-02-24 04:11:37,1
64.79,30,42251.59,116.07,0,2016-02-17 20:22:49,1
89.8,36,57330.43,198.24,0,2016-02-02 04:57:50,0
72.82,34,75769.82,191.82,1,2016-01-27 16:06:05,0
38.65,31,51812.71,154.77,1,2016-05-24 09:50:41,1
59.01,30,75265.96,178.75,1,2016-02-08 22:45:26,1
78.96,50,69868.48,193.15,0,2016-02-12 01:55:38,1
63.99,43,72802.42,138.46,0,2016-01-11 08:18:12,1
41.35,27,39193.45,162.46,1,2016-03-03 03:51:27,1
62.79,36,18368.57,231.87,1,2016-05-30 20:08:51,1
45.53,29,56129.89,141.58,0,2016-04-22 22:01:21,1
51.65,31,58996.56,249.99,0,2016-05-25 10:39:28,0
54.55,44,41547.62,109.04,0,2016-02-04 03:10:17,1
35.66,36,59240.24,172.57,0,2016-02-21 20:09:12,1
69.95,28,56725.47,247.01,0,2016-04-28 01:24:34,0
79.83,29,55764.43,234.23,1,2016-05-18 19:33:51,0
85.35,37,64235.51,161.42,1,2016-02-17 11:15:31,0
56.78,28,39939.39,124.32,0,2016-06-19 23:04:45,1
78.67,26,63319.99,195.56,0,2016-02-20 09:54:06,0
70.09,21,54725.87,211.17,0,2016-01-22 12:58:14,0
60.75,42,69775.75,247.05,1,2016-02-19 13:26:24,0
65.07,24,57545.56,233.85,0,2016-01-03 07:13:53,0
35.25,50,47051.02,194.44,0,2016-01-03 04:39:47,1
37.58,52,51600.47,176.7,1,2016-04-13 13:04:47,1
68.01,25,68357.96,188.32,1,2016-01-01 03:35:35,0
45.08,38,35349.26,125.27,0,2016-03-27 08:32:37,1
63.04,27,69784.85,159.05,0,2016-07-10 16:25:56,1
40.18,29,50760.23,151.96,0,2016-06-25 04:21:33,1
45.17,48,34418.09,132.07,1,2016-01-27 14:41:10,1
50.48,50,20592.99,162.43,0,2016-05-16 18:51:59,1
80.87,28,63528.8,203.3,0,2016-02-27 20:20:25,0
41.88,40,44217.68,126.11,1,2016-02-28 23:54:44,1
39.87,48,47929.83,139.34,1,2016-06-13 06:11:33,1
61.84,45,46024.29,105.63,1,2016-05-05 11:07:13,1
54.97,31,51900.03,116.38,1,2016-07-07 12:17:33,1
71.4,30,72188.9,166.31,0,2016-05-24 17:07:08,0
70.29,31,56974.51,254.65,1,2016-03-30 14:36:55,0
67.26,57,25682.65,168.41,1,2016-05-27 05:54:03,1
76.58,46,41884.64,258.26,0,2016-01-03 16:30:51,0
54.37,38,72196.29,140.77,0,2016-06-25 18:17:53,1
82.79,32,54429.17,234.81,1,2016-02-24 10:36:43,0
66.47,31,58037.66,256.39,1,2016-03-03 03:13:48,0
72.88,44,64011.26,125.12,0,2016-04-21 19:56:24,1
76.44,28,59967.19,232.68,1,2016-04-06 17:26:37,0
63.37,43,43155.19,105.04,1,2016-03-23 12:53:23,1
89.71,48,51501.38,204.4,1,2016-02-17 07:00:38,0
70.96,31,55187.85,256.4,0,2016-06-26 07:01:47,0
35.79,44,33813.08,165.62,1,2016-04-20 13:36:42,1
38.96,38,36497.22,140.67,1,2016-07-21 16:02:40,1
69.17,40,66193.81,123.62,0,2016-03-06 11:36:06,1
64.2,27,66200.96,227.63,1,2016-02-11 23:45:01,0
43.7,28,63126.96,173.01,0,2016-04-04 03:57:48,1
72.97,30,71384.57,208.58,1,2016-02-11 21:49:00,1
51.3,45,67782.17,134.42,1,2016-04-22 02:07:01,1
51.63,51,42415.72,120.37,1,2016-02-01 17:24:57,1
55.55,19,41920.79,187.95,0,2016-03-24 02:35:54,0
45.01,26,29875.8,178.35,0,2016-06-03 21:43:21,1
